,RPneg_BATCirc_391,RPneg_BATCirc_403,RPneg_BATCirc_453,RPneg_BATCirc_395,RPneg_BATCirc_405,RPneg_BATCirc_415,RPneg_BATCirc_463,RPneg_BATCirc_431,RPneg_BATCirc_435,RPneg_BATCirc_439,RPneg_BATCirc_411,RPneg_BATCirc_425,RPneg_BATCirc_445,RPneg_BATCirc_383,RPneg_BATCirc_407,RPneg_BATCirc_417,RPneg_BATCirc_381,RPneg_BATCirc_393,RPneg_BATCirc_419,RPneg_BATCirc_459,RPneg_BATCirc_413,RPneg_BATCirc_447,RPneg_BATCirc_avg,RPneg_BATCirc_427,RPneg_BATCirc_433,RPneg_BATCirc_437
n_671/515.1084mz/4.56min,0.86022336,0.44751263,0.49494155,-0.6392409,0.23214314,0.13363102,0.3792079,0.3005315,-0.26914707,0.14956676,1.46259793,3.37061983,0.86649358,-1.2976285,0.16369466,-0.16927588,-0.58220931,-0.82513784,-0.22923662,-1.07655839,-0.69107755,0.07657562,-0.63357069,-1.52372086,0.23309582,-1.23403166
n_87/471.0686mz/1.07min,0.55798485,0.03181154,0.52316806,1.16583237,-0.29518657,1.26830109,0.9109935,-0.94484577,-0.40120626,-0.47090001,1.76087828,1.41788053,1.51731906,-0.47673289,-0.67860174,-1.51045967,0.24543899,-0.10821564,-0.16461142,-0.72223355,-1.22393239,-1.17626586,-1.21035369,0.74484929,0.85638742,-1.61729951
n_2/782.1306mz/4.81min,1.22166949,1.27579201,0.92863256,1.31477661,0.61988875,0.89168234,0.69841756,0.25054591,0.17104049,0.70952561,1.01560702,0.94657449,-0.52011372,-0.22337786,-1.22028121,-1.52256502,-0.43805674,-1.06400834,0.12046452,0.47294224,-1.74524628,-1.56167642,-1.66077445,0.06572871,0.29069697,-1.03788523
n_166/139.9852mz/0.96min,-0.41172762,0.32839105,0.20942351,0.93518445,1.04461149,0.64386903,0.08573069,-0.38410906,-0.95891876,-1.16498769,1.0269245,0.62348603,1.67861586,0.30154806,-0.12158665,0.77884412,0.5644792,0.74053965,0.49074325,1.20664568,-1.97323619,-1.05650701,-1.49145119,-0.33423616,-2.14549905,-0.61677717
n_330/502.0557mz/1.12min,-0.46586587,0.30130954,0.93389901,0.57961487,0.1481487,1.08793848,0.26945563,-1.08667966,0.06366927,-0.7833865,-2.24263335,-1.4591,-1.15545519,0.11313504,1.177673,-0.05908495,1.27082381,1.58595891,0.81086167,0.83511133,-1.03603564,-0.88389118,-0.9676856,1.14197176,0.58619555,-0.76594864
n_27/662.0988mz/1.25min NAD,0.9082494,1.040979,1.1697378,1.0663156,0.9211339,0.9748791,1.1576689,0.7707149,0.9774428,0.8492888,0.9583037,0.8976158,0.7766382,-0.8563123,-1.5737088,-1.2800578,-0.5080415,-0.7316223,-1.0849665,-1.1327192,-0.8566831,-1.0435658,-0.9432449,-0.7236331,-0.8089127,-0.9255
n_266/304.0619mz/1.86min Cepharadione A,0.82238676,0.4939402,-0.9221557,0.08954383,-1.15000358,-0.56603245,-1.46277693,0.50930664,-0.16716012,0.7003266,0.42672468,1.89678229,1.97224567,-0.34668483,0.5753539,-0.52528502,0.0103233,0.43167443,-1.39246425,-0.37793278,0.82138449,-2.01357948,-0.22346817,1.07571001,0.61739096,-1.29555044
n_138/448.0413mz/1.03min,0.51538239,-0.07917281,0.14657869,1.03656268,1.06448711,0.95568474,0.03218078,0.91671769,0.16681486,0.97150423,1.89319691,1.41507837,1.12666906,-0.74525303,-1.57297561,-2.25255649,-0.31611709,-0.63998603,-0.15483824,-0.50406563,-1.40385549,-0.23182384,-0.78306636,-0.96798966,0.07763309,-0.66679034
n_53/309.1005mz/7.59min E-1-O-Cinnamoyl-beta-D-glucose,-1.03463055,-0.29223701,-0.3852495,0.85932378,-0.29625497,-0.51504026,-1.43967208,-0.45481504,-0.64926062,-0.52391062,-1.57402632,0.36205385,-2.1714317,0.12774707,-0.30823164,0.07720357,2.42517237,0.20259535,0.40507695,1.62715067,0.52334799,0.11054793,0.31816978,1.52482238,0.2613502,0.82019842
n_91/249.0215mz/0.91min,-2.15646364,0.22584681,1.56139232,-0.5460625,0.500367,0.99789429,1.67412092,1.30776234,-0.71636937,0.2326558,1.17703755,0.05348551,-0.03181667,0.71948631,-2.6680417,0.2294904,0.12418983,0.10750859,-0.05442346,-0.09837339,-0.85867004,0.07720967,-0.40134534,-1.03381825,-0.37859682,-0.04446614
n_278/197.9383mz/0.90min,0.19592021,0.01531321,0.49792788,-0.65527433,-0.42215089,-0.56017868,1.15533884,1.14938419,0.04828474,-0.47719082,-2.20691268,-1.40150919,-0.55054484,1.90026352,0.47596889,1.15446549,1.38640017,-0.72813847,0.51163599,0.59384074,0.29815647,0.12652093,0.21315078,0.02776943,-2.26954325,-0.47889834
n_179/115.0187mz/1.33min,1.46419008,1.58264388,0.493444,-0.91331856,1.77164189,-0.89536314,0.7621984,1.43937976,1.3919966,1.37089365,-0.93581632,-1.55867459,-1.28023425,-0.03362593,-0.08137249,0.07452269,-0.18851988,-0.11589752,-0.90015489,-0.45733984,-0.33427604,0.16289763,-0.09969187,-1.07999427,-1.11895407,-0.52057493
n_468/635.0094mz/1.38min,-0.38142972,0.12035986,-0.34719221,-0.49429483,-0.52231059,-2.15453363,-0.24503118,0.07393708,0.99466719,-1.00488743,-0.88885022,-1.49736658,0.27691226,-0.35728846,0.33474013,-0.49988701,0.24147762,1.23456698,2.33670295,0.65918754,-0.95941731,-0.22250369,-0.5874689,1.2520738,1.48945253,1.14838382
n_144/137.0240mz/6.58min 4-Hydroxybenzoic acid,2.1072953,-0.112329,0.2584147,1.5047351,0.3470459,-0.5175437,2.5491219,0.6100567,-0.350352,-0.5640001,0.4167506,-1.2198613,-1.0289527,0.9412856,0.5394774,0.3758315,0.4178952,-0.7824157,-1.0480915,-1.0229009,0.348688,-0.6903456,-0.1376757,-0.8477459,-0.9552033,-1.1391802
n_310/324.0915mz/0.94min N-Glycolylneuraminic acid,-0.69264864,-0.6220998,-0.26302669,-0.43351902,-0.02873018,0.13311029,0.09968147,-1.15243426,-1.76697257,-0.87774593,-1.1014265,-1.02583053,-1.76361931,0.72327355,0.17223401,1.14908461,0.42931382,0.40577076,1.06516421,1.00410886,2.3069936,-0.49295928,1.28478479,1.18083686,0.47994623,-0.21329034
n_62/115.0035mz/1.12min Fumaric acid,-1.65478419,0.18274577,-0.42939774,-0.47863422,0.36538132,-0.67595381,-0.77586089,0.64818208,0.67458544,0.5625951,-3.11416403,-1.29294708,-1.58547021,0.92466248,0.79046566,0.06427977,0.59417286,0.43259656,1.12183034,0.92402392,0.27107639,0.54764755,0.39237599,0.26269798,0.49012279,0.75777018
n_20/112.9854mz/1.32min Trifluoroacetic acid,-1.29430289,-0.83851017,1.03547012,0.6566238,-1.13050558,1.06759477,1.13310148,-0.95027556,-0.78109714,-0.88117866,0.04974724,-1.75578236,-0.39909869,0.95698784,0.6081909,1.69508048,0.93413906,1.29672184,0.46755102,0.02918031,-0.50009236,1.21789069,0.38406678,-1.10825791,-1.10252114,-0.79072387
n_182/978.9771mz/1.19min,0.369054022,1.55576575,1.19930326,-1.430437769,0.279719931,-0.628033894,1.686647248,0.700659392,2.11524721,1.233629494,-0.478152244,-1.04251466,-0.794842569,0.400196126,0.008355364,0.524982441,-0.02216104,0.020398073,-1.354088412,-1.769796442,-1.011325823,0.072528149,-0.453293863,-0.133975543,-0.477912969,-0.569951232
n_71/991.2062mz/4.33min,1.35621679,0.449893028,-0.730577336,1.357062126,0.644709709,0.4791187,-0.544099538,0.616626956,0.004173379,1.650309819,0.663280468,1.165266381,1.200804326,-1.004266595,-0.009891906,-0.512305981,-0.888081681,-2.592178801,-0.95663016,-1.252962181,-0.113703518,0.358473614,0.125894579,-0.712277828,0.358918406,-1.113772757
n_343/282.0275mz/1.20min,-1.56788004,-0.8471437,-0.98602207,-0.13565712,-0.77844409,-0.41118337,-0.92430867,-0.44735608,-1.36181632,-1.0193322,-0.2355382,-0.01648907,-0.23388033,0.88453204,0.74740425,-0.20291879,1.17702022,2.27920691,1.56683676,1.7891635,0.73172053,-0.37056148,0.76438536,-0.14595,-0.85948247,0.6036944
n_123/633.1229mz/1.49min,-0.64548143,-1.22070276,0.24592219,-0.27319951,-0.38442588,-0.06288353,-0.3374409,-1.43495208,-1.16739289,-1.43370283,-0.61681618,-0.95111231,-1.24849965,1.24746493,1.66607973,1.53730964,1.3923453,1.5982932,0.32474012,1.11264038,-0.10360991,-0.27173936,-0.19884752,1.30488652,0.02924067,-0.10811595
n_25/662.1535mz/4.39min,-0.20073597,-1.12525619,-1.32904506,0.85696936,-1.55019535,1.34292622,-1.63293055,-0.91046432,-0.75092619,0.30458552,1.54580771,2.18498501,1.73878969,0.2792434,0.64454428,-0.02389027,-0.44270144,-0.69294123,0.046592,-0.54527152,0.24662021,-0.20008499,0.03845342,0.24800582,0.67441347,-0.74749303
n_388/369.0369mz/1.17min,-1.306225546,-0.841610725,1.839526676,-0.449298972,0.094042806,-1.199056548,1.528778539,-0.035049136,-1.127369428,-0.003252259,-2.566037276,-0.60099597,-0.598492566,1.269128592,0.783964494,0.575653512,0.905360114,-0.033887989,0.816092627,0.459067382,0.101205875,-0.103385741,-0.003481176,-0.725463636,-0.128936107,1.349722457
n_84/73.0297mz/1.74min Propionic acid,0.30920934,1.17821112,1.26427992,1.18205546,1.3123248,0.77124993,1.27602304,-0.0444541,0.76560062,0.53992055,0.85762092,0.55011547,0.2776989,-0.27434433,-0.76555832,-1.2845146,-0.04146642,-1.92087062,-0.01888005,-1.10100803,-2.26846228,-0.45591722,-1.26041542,-0.5692523,0.03303669,-0.31220306
n_75/309.1005mz/7.02min E-1-O-Cinnamoyl-beta-D-glucose,-0.64530297,-0.10137164,-0.52091694,1.07844063,-0.6076025,-0.88903556,-2.29584673,-0.46923627,-0.71697927,-0.56690492,-1.69535404,0.54329041,-0.66280572,0.20963442,0.46066346,0.428406,2.3123257,-0.09857981,0.13632634,1.57677792,0.11821909,-0.29382389,-0.09000834,1.73319312,0.33773107,0.71876043
n_220/538.3125mz/8.52min,0.08829721,0.01862234,-1.23027866,0.36811986,-0.32403539,-0.17475151,-0.38891009,-1.5522801,-0.18562006,-1.02816605,0.13198027,-2.58016155,-0.24364735,1.26342429,0.52311429,0.57285168,-0.51237254,0.15034414,0.57602471,0.36665662,2.40816513,0.5841434,1.79299993,0.24898774,-0.24629838,-0.62720994
n_68/129.0549mz/5.35min 2-Methyl-3-ketovaleric acid,-0.74966269,-0.89985812,-1.05507971,-0.79997241,-0.98684704,-0.98684241,-1.19770558,-1.01468086,-0.02216499,-1.1528935,-1.22433531,-0.99900861,-0.91115737,1.72029807,1.57927317,0.50614597,0.93585563,0.9071563,1.01647052,0.66401653,0.55238013,0.93430642,0.75174172,0.4507024,0.90833694,1.07352481
n_334/356.1181mz/1.86min Niazimicin A,1.770526832,1.590847602,0.422817707,-1.175490116,0.522001838,-1.305030063,0.390684039,1.849345205,1.145213037,1.48965493,-0.642219507,-0.110290622,0.564902251,-0.451496299,-0.389201168,-0.347019727,-0.521671194,-0.759521814,-2.171608333,-1.04309641,0.307794702,-0.113877088,0.104616838,0.009669407,-0.400217094,-0.737334953
n_277/643.1136mz/3.17min 5-3-2;4-dihydroxyphenyl-3-2-3;4-dihydroxyphenyl-3;5;7-trihydroxy-3;4-dihydro-2H-1-benzopyran-8-yl-2-hydroxypropyl-2-hydroxyphenyloxidanesulfonic acid,0.72344758,-1.34957222,-0.72623766,0.0790495,-1.78466867,0.56607181,0.31485704,-0.41620586,-0.48256666,0.07118808,-0.41695222,0.06158905,0.13845353,-0.67026201,-1.4984382,-1.22346368,-1.33242942,0.04400113,0.83780153,-0.13846151,0.92566103,0.4379652,0.69865161,1.84978596,2.29584626,0.99488878
n_162/88.0404mz/0.96min beta-Alanine,0.34553263,0.55386203,-0.06559791,0.70426571,2.20229873,0.05480174,0.32497995,-0.80431479,-1.13810548,-1.22483268,-0.30583443,-0.30377264,-0.08944463,1.30252854,-0.51843057,-0.87402453,1.44518739,1.50187896,0.17455991,-0.44403608,0.95294435,-1.42328113,-0.09898899,0.76426347,-1.37723498,-1.65920458
n_655/415.0731mz/1.58min,0.57460146,-0.11574152,0.16240638,0.26725621,0.34765473,-0.20288509,0.03692535,-0.80097177,0.24626701,2.60078678,-0.46701304,2.0366287,-0.03883527,-0.83961359,-1.05278815,-0.05480377,-1.18197021,-0.73282395,0.56453754,0.35534874,-1.49897235,-1.08847944,-1.29734064,1.61191173,-0.21191919,0.77983337
n_58/289.0366mz/1.38min 4-Hydroxy-5-3'-hydroxyphenyl-valeric acid-3'-O-sulphate,-1.09812921,-0.82569094,-0.33397413,-0.77377501,-0.93268692,0.07528009,-0.33675798,-0.12353638,0.26807051,-1.18158073,1.2100879,-0.8394723,-0.14351766,0.10215657,-0.92826194,-0.69278825,-0.13397648,0.83522323,2.37820094,0.82479852,-0.14911489,-0.87998402,-0.98825545,1.67396126,1.87095323,1.12277006
n_51/212.0010mz/5.20min Indoxyl sulfate,-0.58243691,-0.40430097,-1.2959398,-0.40102504,-0.97980609,-0.82925826,-1.07192115,0.53344381,1.61902819,0.35241272,-0.05152154,0.94513758,0.46608734,-1.08708737,-0.86359372,-0.400907,-0.42019355,-0.52557998,-0.812905,-0.49589212,0.4131491,0.30671386,0.36081874,0.4450702,2.03693347,2.74357347
n_563/221.9827mz/0.92min,-0.62974414,-0.42088296,1.43735263,0.36567288,0.4704409,1.76418759,1.88135577,-0.36858688,-0.61141468,-0.3031353,1.3384984,0.19284327,-0.01054741,-0.14033177,-1.14439147,-0.02866259,-0.6677832,0.34952169,0.53575419,0.31185289,-1.27141452,-2.19935457,-1.69836501,0.2891804,1.00803248,-0.4500786
n_103/99.0085mz/1.74min Succinic anhydride,0.505422,1.0388746,1.1077737,1.4310399,1.265649,0.4161094,1.0381268,-0.1814438,0.7683807,0.719122,0.8993421,0.7927607,0.5339385,-0.3484346,-0.7099534,-1.4492311,-0.162852,-1.9802384,-0.2260781,-1.0769828,-2.1552262,-0.5064351,-1.2469355,-0.5276938,0.1915101,-0.1365447
n_493/296.0807mz/4.66min 5'-Methylthioadenosine,0.6734631,-1.33173404,0.13647947,-0.02384752,-0.71690687,-1.39496731,-2.32669945,-1.03340512,-0.67496431,0.06129773,0.16118562,0.30681572,1.5777092,0.93965029,0.44337078,-1.25709847,-1.50851833,0.98338924,0.3858087,0.22414907,0.45856202,1.5576555,1.01237078,0.91414515,0.05525364,0.37683541
n_76/164.0707mz/3.46min L-Phenylalanine,1.54811663,0.60746331,-1.26334784,-0.22064729,-0.11505115,-2.16202842,-1.46970051,0.7894725,0.47069709,1.07735963,-0.40331493,-0.03500849,-0.36806224,0.43853087,1.37973566,-0.06039541,-0.3304109,-0.4513269,-1.20165515,-0.50125769,1.49541916,1.31172183,1.39309503,-0.33128007,-0.94906063,-0.6490641
n_663/715.0954mz/1.11min,0.1079643,-1.2723877,0.3276289,1.3842148,-1.2172114,1.9414564,0.5078568,-0.64545,-0.5736672,-0.5708008,1.3076262,0.8468649,1.4646649,-0.3752555,-0.5028249,-0.3933883,0.3705394,-0.0454378,-0.8201826,-2.0493184,-0.4974379,-0.694003,-0.8304452,1.5525072,0.874616,-0.1981291
n_356/383.1127mz/1.44min S-Adenosylhomocysteine,-0.9466643,0.2810155,0.2779102,0.6859987,-0.1612534,1.0813444,-1.716688,0.1352427,-1.7821247,-0.3721127,1.2403139,-0.2663196,0.5611731,0.7181978,2.3384462,1.115221,0.4349665,-0.492007,-1.3399526,0.3261508,-0.2825532,-0.1586937,-0.3067767,0.1418307,0.4993458,-2.0120116
n_65/312.0928mz/1.86min Amoxapine,-0.1714756,0.16247055,-0.12561452,-0.23760903,-1.19937384,0.6304536,-0.6155495,0.4355021,-0.42703407,0.5715779,1.18550694,2.07607057,2.48992382,-0.78074787,-0.89350787,-0.3803571,-0.11439912,-0.04538697,-1.85710357,-1.20731747,0.20449128,-0.39759103,-0.08359239,0.97854703,0.9930623,-1.19094612
n_295/144.0657mz/1.58min Isobutyrylglycine,0.55929748,0.06989922,0.21318584,0.79542151,0.28733574,0.02753121,-0.69383503,-0.35174023,0.18003766,1.53558031,0.65536088,1.79371673,0.81624721,-0.5427201,-0.67095177,0.30758741,-1.16748518,-2.71850331,-1.66335982,0.30072589,-0.71107678,-0.6918309,-0.71008599,1.42592074,0.17211454,0.78162673
n_233/288.0404mz/1.38min,-0.00407968,-1.49421472,0.29673699,0.15687814,-0.08127547,0.28076382,0.37297347,-0.66815918,0.11138028,-2.03346433,1.0968092,-0.63775557,-0.56247625,-0.76814817,-1.354758,-1.06854721,-0.64861452,0.66651222,2.41438594,0.79012653,0.01053104,-0.31078585,-0.25477472,1.69045806,0.94402124,1.05547673
n_199/684.1363mz/4.39min,-0.93861451,-1.37862905,-1.14723634,0.68377214,-1.61080703,1.5067603,-1.59442355,-0.83126584,-0.78090407,0.13596727,1.47279147,1.94914312,1.76896751,0.52705567,0.8148615,0.2062625,-0.27663923,-0.39555045,0.17759985,-0.38725434,0.21703764,-0.20057672,0.01820551,0.31886885,0.57582011,-0.83121229
n_422/628.1727mz/0.95min,-1.37243068,1.65999772,-1.66933225,-0.39928572,-0.30752762,-0.4249021,-2.49613917,0.63704918,0.30392873,0.26040519,-0.31110245,0.31237649,0.28513738,-0.18691228,1.0904421,1.65534706,0.53484857,-0.8008081,-1.52104053,1.06249522,1.0002439,0.35864387,0.70154793,-0.11646454,0.05270475,-0.30922265
n_50/146.0459mz/0.92min L-Glutamic acid,-1.45970813,-0.40181422,0.57895637,1.19720052,-0.86657527,-0.32631779,-0.28029045,-1.46940526,-1.89249641,-0.80069551,-0.99047534,-0.17882646,-0.68106857,1.04154559,0.85783266,0.96835464,0.92239222,1.50326743,1.30136013,1.11252453,0.73143164,-1.12952117,-0.01419114,1.04770732,-0.12263431,-0.64855304
n_49/462.0648mz/2.42min Adenylsuccinic acid,-0.452493348,-0.955880381,-0.962920019,1.370669386,0.248506573,0.915442827,-0.769187026,-1.541123316,-1.867953569,-1.671309519,1.486438953,0.914326763,-0.008836183,-0.102268631,-0.334502041,-0.984411866,0.346879355,-0.790066235,1.006242687,0.90340265,-0.185291231,0.040399788,-0.07854242,1.063822644,1.470528123,0.938126038
n_165/281.0346mz/1.57min,-0.37716601,-0.03245364,-1.22109827,0.49848712,-0.15381411,-1.03404877,-1.19636155,-1.02095681,-1.94743459,-1.73887312,0.04299863,0.21993506,0.53623106,0.08784002,0.9249674,0.76831644,0.19725901,-0.21384623,-1.36839082,0.98341021,1.77517809,1.34112167,1.55928489,0.44276967,0.38524461,0.54140003
n_482/187.0716mz/1.28min N-Acetylglutamine,-1.77953024,-0.04296935,0.25035747,0.61042416,0.0962108,0.22861303,0.3708912,-0.16193078,1.58075799,-0.61892592,0.48654145,0.44188698,0.57717903,-0.6359997,-1.1212265,-0.24750032,-0.21906683,0.24419136,0.07099155,-2.02625296,-0.49366721,-0.70716831,-0.60335823,-0.43972891,1.14374581,2.99553445
n_130/333.0909mz/1.57min Penicillin G,0.8728467,1.3993627,0.4921351,-0.5666987,1.4367496,-1.1929707,1.3811935,0.9334229,-0.3859007,-0.7008474,-0.6975046,-1.3966062,-0.8124705,-0.2232255,-0.2936217,0.3201999,0.0595524,-0.9809543,-1.8365927,-0.2631403,0.8930464,1.6547533,1.2823327,-0.9749917,-0.8540536,0.4539836
n_228/232.0575mz/3.46min,1.22699903,0.53643462,-0.94074665,-0.35131921,-0.0662444,-2.19369002,-1.4797801,1.17281424,0.37740402,0.93212911,-0.29882534,-0.26309872,-0.64043342,0.71449078,1.4229154,0.06626278,-0.1240641,-0.09139319,-1.49467983,-0.30953106,1.24531383,1.3842687,1.29355674,-0.02709722,-1.1312874,-0.96039859
n_328/258.1437mz/1.59min Glutaminylisoleucine,1.8783407,1.3205593,0.41529316,0.19750978,1.6295257,-0.67615406,1.17084946,1.171186,1.32749936,1.51806028,-0.90756255,-1.10819188,0.12002251,-0.41778903,-0.23516394,-0.48585517,-0.17973741,-0.20654691,-0.87537898,-0.97006402,-1.18661912,0.02899432,-0.45692845,-1.50518011,-0.49197168,-1.07469727
n_61/135.0294mz/0.96min Erythronic acid,-0.61479571,-0.4496428,0.41549392,1.50099956,-0.50996075,1.38423435,-0.15668155,0.10800838,0.16396276,-0.09515051,1.59931664,1.85424243,0.75158111,-0.88135446,0.82068189,-0.7476801,-1.24798668,-1.12378796,0.26178005,-0.92041035,-0.82003205,-1.85165693,-1.29578829,0.35332522,1.20212804,0.29917379
n_258/481.0656mz/1.15min xxx,-0.14388355,-0.14340008,-2.72422724,0.88195154,1.25891581,1.21036168,-0.27676068,-1.80628395,-0.45516992,-1.56901674,0.2787582,-0.77454308,-1.06410517,0.24138508,0.71055756,0.77981852,0.95142281,0.51751372,0.90360515,1.11532117,0.03737978,0.37434827,0.20440269,0.4370285,-1.0495425,0.10416244
n_230/218.0116mz/4.53min,-0.5015498,-0.47972178,-1.96929175,1.1814396,-1.20319077,0.2762404,-1.91154736,-0.10353885,0.31321114,-0.17439675,0.54467245,0.52028642,1.6116362,0.53313256,1.17872819,-0.53337807,-0.14604529,0.06361553,0.63041204,-1.04595133,0.5711474,1.23225522,0.90673657,-1.78597502,-0.68771248,0.97878554
n_342/135.0302mz/2.13min Hypoxanthine,-0.37297227,0.30442719,-1.93433802,-0.44207835,0.39063446,-0.74066793,-1.14042489,-0.95325036,-1.47426953,-1.30943913,-0.34388299,-0.35754947,0.09921279,-0.99702698,0.94717666,1.44083579,0.23338902,0.03866344,-1.00189924,1.31714141,1.25473121,0.91226407,1.08750137,1.43667723,0.61116522,0.99397931
n_32/243.0606mz/1.57min Uridine,-1.33868044,-0.51040938,-0.44315897,0.46860019,-0.37633216,0.07976546,-0.04370476,-1.30041608,-2.10457094,-2.19332893,0.97508093,0.21503402,0.75942287,-0.1154883,-0.24135112,1.11211615,0.53004602,-0.08150108,-1.32508897,0.70308551,1.11517036,1.44685434,1.26816314,0.04315133,0.39409332,0.96344749
n_775/951.1805mz/2.08min,-0.2117381,-0.5273123,-0.6184511,-1.5565141,-0.4940995,-0.5128975,-0.3596992,0.3814924,0.7712899,0.9045778,-0.1309796,1.7756675,-0.9207188,-1.5584373,-0.9545707,-0.5384338,-1.0832074,0.3028044,1.9459006,1.0373724,-0.52285,-0.3278724,-0.4637479,0.4992676,1.4184462,1.7447107
n_349/929.1992mz/2.08min,-0.3026128,-0.8311138,-0.4330393,-0.8671433,-0.8339732,-1.6740066,-0.5777735,-0.617606,-0.4817056,-0.6288453,0.3471282,2.037575,-0.2651203,-0.7478703,-0.351365,-0.3227615,-1.1469168,0.4367814,1.9425112,1.1416682,0.1156092,-0.2510648,0.1545917,0.6511255,1.586771,1.9191565
n_506/277.0502mz/0.93min,-1.59690346,-0.52072676,-0.1864451,0.23869293,-1.32287565,-0.2790233,-1.36056478,0.96185338,0.14896861,0.60371848,0.89825031,0.39377964,0.73081733,0.06440306,-1.46278135,-1.04784991,-1.81606648,0.10354715,-0.92462155,-0.33675212,1.33355334,0.60565251,0.98907812,1.60620348,1.15921768,1.01687445
n_763/357.0530mz/1.57min,0.534555827,-0.399693546,-0.03680917,0.360828288,-0.409630435,-0.557226242,1.784028194,0.001132068,-2.434770123,0.106702298,1.119265613,-0.771115129,0.196151858,-0.968887516,-0.705593579,0.537777556,-0.018162947,-0.898960498,-0.486567408,-0.261104641,0.423836382,2.599425803,1.591854251,-0.483770833,-0.57562044,-0.247645627
n_825/826.1059mz/4.75min,0.749582608,1.063119129,1.103462086,0.796682509,1.284955148,1.435712706,1.194163334,0.13948038,-0.270207957,0.586687642,1.001903402,0.39407785,0.587512779,0.276168055,-0.481968267,-0.404488533,-0.085577799,-1.850644067,0.004037097,-0.39130098,-1.963509181,-0.871337461,-1.430569141,-0.753430636,-0.403671795,-1.710838907
n_89/694.1056mz/1.12min,0.05633152,0.37548595,0.35273834,1.63727306,0.10081125,1.88800619,0.63580539,-0.52716971,0.10635212,-0.02557846,0.79524634,0.58167388,1.5600385,-0.99461665,-0.27241238,-1.36077921,0.4393679,-0.4468509,-0.17985472,-0.5064551,-1.14210207,-1.56130325,-1.34580731,0.27169108,1.37129129,-1.80918303
n_267/155.0703mz/5.79min 8-Hydroxy-5;6-octadienoic acid,-1.50487168,-0.74201958,0.27139518,-1.486963,-0.18856842,-0.69512695,0.26738759,-1.21531014,-0.29257007,-0.27822766,-0.57395496,-0.60255887,-1.86051638,2.26543639,1.52302485,0.05805656,0.61459661,0.82471045,0.90295405,0.45843258,0.18821851,1.03633345,0.65801992,-0.63326796,-0.37149432,1.37688383
n_370/152.0019mz/0.97min 3-Sulfinoalanine,-0.39333437,0.19319158,0.33380789,-0.14215908,1.67581793,1.41814007,0.56098745,0.44832217,0.55886852,0.76188078,1.95104655,1.01587338,0.3517919,-0.14548018,-2.66032618,-0.89110216,-0.16434458,-0.70377254,-0.69622919,-1.33660083,-0.0198495,-0.5884176,-0.29480732,-1.52113725,0.21834258,0.06948999
n_1100/364.0897mz/0.92min,-0.79511479,-0.93355812,-0.76400303,-1.65413543,-0.13452251,-1.29293596,-0.19728562,1.29537182,0.6138703,1.14193207,0.54257299,0.7131615,0.95065269,0.05926269,-1.37759384,-0.50188485,-1.42374438,-1.47899532,-0.67473228,-0.11571334,1.13530315,0.70002805,1.17628399,0.54733675,1.37035102,1.09809245
